	BindingDB_Reactant_set_id	Name	Ligand_SMILES	IC50 (nM)	pIC50
3660	50761347		C[C@]12CCC[C@]3(CN(CCO)C1)[C@@H]2CC(=O)[C@@]12CC[C@@H](C[C@@H]31)C(=C)[C@H]2O	14600.0	4.835647144215563
3661	51031512	BindingDB_50292565_mol_1	OC1CCCN(Cc2ccc(cc2)C(=O)N\N=C\c2ccc(cc2)N2CCCC2)C1	14730.0	4.831797253157369
3662	50395484	BindingDB_50219229_mol_1	CC(C)c1ccc(cc1)C(=O)OCCCCN1CCC(CC1)OCc1ccccc1	14780.0	4.830325565941193
3663	50505911		COc1ccc2cc(C3C4=C(CC(C)(C)CC4=O)Oc4nc5CCCCc5c(N)c34)c(Cl)nc2c1	14830.0	4.828858848971618
3664	50929460	BindingDB_50381146_mol_1	Cc1cccc(OCC(=O)Nc2cccc(Oc3ccc4C(=O)NC(=O)c4c3)c2)c1C	14900.0	4.826813731587726
3665	51248717	 	Fc1ccc2[nH]cc(CCNC(=O)\C=C/C(=O)Nc3ccc-4c(c3)C(=O)c3cccc5ccnc-4c35)c2c1	14950.0	4.825358807339551
3666	50428067	BindingDB_50244614_mol_1	O=C(N1CCN(CC1)C(=O)c1cc2ccccc2oc1=O)c1ccccc1	15000.0	4.823908740944319
3667	50802104	BindingDB_50369845_mol_1	O=C(CNc1ccc(nn1)-c1ccccc1)N1CCN(Cc2ccccc2)CC1	15000.0	4.823908740944319
3668	50574044	BindingDB_50317075_mol_1	Cc1nc2nc3CCCCc3c(N)c2cc1C(O)=O	15000.0	4.823908740944319
3669	50534955		CC(C)C1c2c(Oc3nc4CCCCc4c(N)c13)[nH]nc2-c1ccccc1	15000.0	4.823908740944319
3670	50752561	BindingDB_50020529_mol_1	Cn1cc[n+](COCCCc2ccccc2)c1CN=O	15000.0	4.823908740944319
3671	50481765		CC(=O)O[C@@H]1C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@@]4(CC[C@@]32C)C(=O)NCC#C)C(C)(C)[C@H]1OC(C)=O	15080.0	4.821598658466245
3672	50870801	BindingDB_50251170_mol_1	CO\N=C/c1ccc(O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)cc1	15090.0	4.82131076022441
3673	50240257		Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1cccnc1	15100.0	4.82102305270683
3674	50324855		COc1ccc2C(=O)\C(Oc2c1)=C\c1ccc(OCCCN(C)C)cc1Cl	15100.0	4.82102305270683
3675	50483647		COc1cc(\C=C\C(=O)NCCCCCCN(C)Cc2ccccc2)ccc1O	15100.0	4.82102305270683
3676	50531624		C[C@H]1CC[C@@]2(C)[C@@H](CCC=C2C)[C@]1(C)Cc1cc(O)cc(Sc2ccccc2C(O)=O)c1O	15110.0	4.820735535660974
3677	50481813		CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCl)[C@H](OC(=O)CCl)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O	15140.0	4.8198741248359465
3678	50086569	BindingDB_50008531_mol_1	[O-][N+](=O)c1cccc(\C=C2/CN(CC3(C(C(NC33C(=O)Nc4ccccc34)c3ccccc3)c3cccc(c3)[N+]([O-])=O)C2=O)C(=O)C=C)c1	15150.0	4.8195873671616765
3679	50859674		CC(=O)c1ccc(OCCCN2CCN(CC2)c2ccccn2)cc1O	15200.0	4.818156412055227
3680	51218276		COc1cc(ccc1Nc1nc(cs1)-c1ccc(Br)cc1)-c1ccc(Nc2nc(cs2)-c2ccc(Br)cc2)c(OC)c1	15200.0	4.818156412055227
3681	50326715	BindingDB_50176472_mol_1	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	15200.0	4.818156412055227
3682	51095504	BindingDB_50449219_mol_1	COc1ccc2n(C)c(CNCc3ccccc3)cc2c1	15200.0	4.818156412055227
3683	51284079	 	Brc1ccc(\C=C2/CNCC3(C(C(Cc4c[nH]c5ccccc45)NC33C4N=c5ccccc5=NC4c4ccccc34)c3ccc(Br)cc3)C2=O)cc1	15250.0	4.816730156317195
3684	50481750		CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](OC(=O)CCl)[C@H](OC(=O)CCl)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)NCc1ccccc1	15280.0	4.815876645760329
3685	51218273		COc1cc(ccc1Nc1nc(cs1)-c1ccc(cc1)[N+]([O-])=O)-c1ccc(Nc2nc(cs2)-c2ccc(cc2)[N+]([O-])=O)c(OC)c1	15300.0	4.815308569182401
3686	51265472	 	Oc1ccccc1C(=O)\C=C\c1cccc(OCCCCN2CCC(Cc3ccccc3)CC2)c1	15300.0	4.815308569182401
3687	450591	00114001.cdx	CC(C)(C)CCOC(=O)[C@@H]1CCCN1C(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	15400.0	4.8124792791635365
3688	51187222		CCOP(=S)(OCC)SCc1ccc2ccccc2n1	15420.0	4.811915626285062
3689	51282907	Untitled	COc1cccc2cc(C(=O)NCc3cn(Cc4ccccc4Cl)nn3)c(=O)oc12	15420.0	4.811915626285062
3690	51211560		CN1CCCn2c1nc1ccc(OCc3ccccc3)cc1c2=O	15488.0	4.810004660035681
3691	50681669		CCN(CCCCOc1cc(O)c2c(c1)sc1ccccc1c2=O)Cc1ccccc1OC	15500.0	4.809668301829708
3692	50888189		COc1ccccc1CN(C)CCCNC(=O)COc1ccc(cc1)-c1cc(=O)c2c(O)c(OC)c(OC)cc2o1	15500.0	4.809668301829708
3693	50580826	BindingDB_50319980_mol_1	C(Nc1ccnc(n1)N1CCSCC1)c1cccc2ccccc12	15500.0	4.809668301829708
3694	51131735		[Cl-].Cc1ccc(C[n+]2ccc(Cn3c4ccccc4c4ccccc34)cc2)cc1	15600.0	4.806875401645539
3695	50791641		O=C1CCc2ccc(OCCCCCN3CCN(CC3)c3ccccn3)cc2N1	15600.0	4.806875401645539
3696	50740832		COc1cc(\C=C\C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OCCCCCCN1CCN(CC1)c1ccccn1	15600.0	4.806875401645539
3697	50324873		COc1cc(\C=C2/Oc3cc(OCCN(C)C)ccc3C2=O)cc(OC)c1OC	15600.0	4.806875401645539
3698	50082116	BindingDB_50004315_mol_1	Oc1ccc(OCc2nn3c(nnc3s2)-c2ccncc2)cc1	15640.0	4.805763251276171
3699	51073315	BindingDB_50438839_mol_1	CCN(CC)CCOc1ccc(cc1)-c1nc2ccccc2[nH]1	15640.0	4.805763251276171
3700	50969985		COC(=O)c1cc2c3ccccc3n(CCCCN(C)CCN(C)CCCCn3c4ccccc4c4cc(nc(-c5ccccc5)c34)C(=O)OC)c2c(n1)-c1ccccc1	15700.0	4.804100347590766
3701	50580825	BindingDB_50319979_mol_1	C(Nc1ccnc(n1)N1CCOCC1)c1cccc2ccccc12	15700.0	4.804100347590766
3702	50542243		CCN(Cc1ccc(\C=C2/COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1OC	15700.0	4.804100347590766
3703	51218259		COc1cc(ccc1Nc1nc(cs1)-c1ccc(Cl)c(Cl)c1)-c1ccc(Nc2nc(cs2)-c2ccc(Cl)c(Cl)c2)c(OC)c1	15700.0	4.804100347590766
3704	50324874		COc1ccc(\C=C2/Oc3cc(OCCCN(C)C)ccc3C2=O)cc1	15710.0	4.803823814960027
3705	311749	_1-Benzyl-1H-1_2_3-triazol-4-yl_methyl	O=C(COc1cc(=O)oc2ccccc12)OCc1cn(Cc2ccccc2)nn1	15770.0	4.802168306671097
3706	51069414	BindingDB_50436814_mol_1	CN1C\C(=C/c2ccc(F)cc2)C(=O)[C@]2(C1)[C@H]([C@@H]1CSCN1[C@@]21C(=O)c2cccc3cccc1c23)c1ccc(F)cc1	15800.0	4.801342913045577
3707	50106363	BindingDB_50250444_mol_1	COc1cc2c(ccc3c4CCN(CC=C)Cc4c(O)c(OC)c23)cc1O	15800.0	4.801342913045577
3708	51211558		CN1CCCN2Cc3cc(O)ccc3N=C12	15849.0	4.799998134593398
3709	51064568	BindingDB_50434523_mol_1	Brc1ccc(C=C2CNCC3C(NC(=O)N=C23)c2ccc(Br)cc2)cc1	15860.0	4.799696817018415
3710	50483635		CCN(CCCNC(=O)\C=C\c1ccc(O)c(OC)c1)Cc1ccccc1OC	15900.0	4.798602875679548
3711	50858324		CN(CCN1C(=O)c2ccccc2C1=O)Cc1ccccc1	15900.0	4.798602875679548
3712	51256813	 	COc1cc2CCN(CCCCOc3ccc(C(C)=O)c(O)c3)Cc2cc1OC	15900.0	4.798602875679548
3713	51095874	BindingDB_50449390_mol_1	CCN(CCCCOc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O)Cc1ccccc1OC	15900.0	4.798602875679548
3714	51088617	BindingDB_50445701_mol_1	COc1ccc(cc1)C1=CSC2=NC3=C(CNC\C3=C/c3ccccc3)C(N12)c1ccccc1	15920.0	4.79805693659835
3715	51073310	BindingDB_50438834_mol_1	Cc1ccc2nc([nH]c2c1)-c1ccc(O)cc1	15930.0	4.797784224198868
3716	50888192		CCN(CCCCNC(=O)COc1ccc(cc1)-c1cc(=O)c2c(O)c(OC)c(OC)cc2o1)Cc1ccccc1OC	15950.0	4.7972393126068
3717	50918650	BindingDB_50328679_mol_1	COc1cc2CC[N+](C)=Cc2cc1O	16000.0	4.795880017344075
3718	51287034	 	Fc1ccc2[nH]c3CCCNCc3c2c1	16000.0	4.795880017344075
3719	50428052	BindingDB_50244758_mol_1	Cc1ccc2oc(=O)cc(N3CCN(CC3)C(=O)c3ccc(Cl)cc3)c2c1	16000.0	4.795880017344075
3720	50032010	BindingDB_50020521_mol_1	CC(OC[n+]1ccn(C)c1CN=O)C(C)(C)C	16000.0	4.795880017344075
3721	51240494	Untitled Document-1	CN1CCN(Cc2ccc(cc2)-c2nc3ccccc3o2)CC1	16069.0	4.794011149247548
3722	50453309		COc1cccc(CCCCCCCCN2CCCC(C2)OC(C)=O)c1	16100.0	4.79317412396815
3723	395861	Untitled Document-1	CCN1c2ccccc2C(=O)NC1(CC(C)C)CC(C)C	16100.0	4.79317412396815
3724	50918668	BindingDB_50292452_mol_1	COc1cc2ccnc3C(=O)c4ccccc4-c(c1OC)c23	16100.0	4.79317412396815
3725	50453293		CCN(CCCCCCCCc1cccc(OC)c1)Cc1ccccc1	16100.0	4.79317412396815
3726	50082124	BindingDB_50004325_mol_1	C1Sc2nnc(-c3ccncc3)n2N=C1c1ccc(cc1)-c1ccccc1	16110.0	4.792904459580782
3727	344790	7-_4-__6-Chloro-2_3-dihydro-1H-cyclopenta_b_quinolin-9-yl_am	Cc1cc(=O)oc2cc(Oc3ccc(Nc4c5CCCc5nc5cc(Cl)ccc45)cc3)ccc12	16170.0	4.791289980093599
3728	50525145		CN(C)Cc1ccc(CSCCNc2ncccn2)o1	16180.0	4.791021482723746
3729	51265473	 	Oc1ccccc1C(=O)\C=C\c1cccc(OCCCCN2CCc3ccccc3C2)c1	16200.0	4.790484985457369
3730	50888213	BindingDB_50267504_mol_1	CCN(CCNC(=O)COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1)Cc1ccccc1	16200.0	4.790484985457369
3731	50888185		COc1ccccc1CN(C)CCCCCCNC(=O)COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1	16230.0	4.789681480173768
3732	51211609		CCCCNC(=O)Oc1ccc2nc3N(C)CCCn3c(=O)c2c1	16293.0	4.78799894248771
3733	51256854	 	CCN(CC)CCCCCCOc1ccc(C(C)=O)c(O)c1	16300.0	4.787812395596042
3734	51215595		Clc1ccc2nc(-c3ccco3)c3CCCOc3c2c1	16300.0	4.787812395596042
3735	51297143	 	Cc1nn(c2OS(=O)(=O)CC(\C=C\c3cccc(c3)C#N)c12)-c1ccccc1	16310.0	4.787546038959724
3736	51284068	 	Clc1ccccc1\C=C1/CNCC2(C(C(Cc3c[nH]c4ccccc34)NC22C3N=c4ccccc4=NC3c3ccccc23)c2ccccc2Cl)C1=O	16400.0	4.785156151952302
3737	50542258		COc1ccccc1CN(C)Cc1ccc(\C=C2/COc3cc(OC)c(OC)cc3C2=O)cc1O	16400.0	4.785156151952302
3738	50107763		Cc1cc(=O)oc2cc(OCCCC(=O)N3CCN(CC3)c3ccccc3F)ccc12	16400.0	4.785156151952302
3739	51101264	BindingDB_50406864_mol_1	Nc1nc2ccc3ccc(Br)c([N+]([O-])=O)c3c2c(=O)[nH]1	16400.0	4.785156151952302
3740	292983	1-_3-Fluorophenyl_-3-_4-_2-oxo-2H-chromen-3-yl_thiazol-2-yl_	Fc1cccc(NC(=S)Nc2nc(cs2)-c2cc3ccccc3oc2=O)c1	16420.0	4.784626847216578
3741	51069418	BindingDB_50436818_mol_1	CN1C\C(=C/c2ccccc2)C(=O)[C@]2(C1)[C@H]([C@@H]1CSCN1[C@@]21C(=O)c2cccc3cccc1c23)c1ccccc1	16480.0	4.783042792638903
3742	50483640		CCN(CCCCNC(=O)\C=C\c1ccc(O)c(OC)c1)Cc1ccccc1	16500.0	4.782516055786093
3743	51218263		COc1cc(ccc1Nc1nc(cs1)-c1ccccc1)-c1ccc(Nc2nc(cs2)-c2ccccc2)c(OC)c1	16500.0	4.782516055786093
3744	51256819	 	CC(=O)c1ccc(OCCN2CCC(Cc3ccccc3)CC2)cc1O	16500.0	4.782516055786093
3745	50472148	BindingDB_50149960_mol_1	CC(C)OC(=O)N[C@H](C)c1nc2ccc(F)cc2s1	16520.0	4.781989957015637
3746	395838	Untitled Document-1	CC1(NC(=O)c2ccccc2N1Cc1ccccc1)c1ccccc1	16700.0	4.777283528852417
3747	50860255		CC(=O)c1ccc(OCCCCN2CCCC2)cc1O	16700.0	4.777283528852417
3748	388474	Untitled	Clc1ccc(Cn2nncc2CNC(=O)c2cc3ccccc3oc2=O)cc1Cl	16730.0	4.776504059037605
3749	50807421		COc1cc(\C=C\C(=O)OCC2CCN(Cc3ccc(cc3)[N+]([O-])=O)CC2)ccc1O	16740.0	4.776244546342759
3750	50086580		[O-][N+](=O)c1cccc(\C=C2/CN(CC3(C(C(NC33C(=O)Nc4ccccc34)c3ccccc3)c3cccc(c3)[N+]([O-])=O)C2=O)C(=O)C2CC(NC22C(=O)Nc3ccccc23)c2ccccc2)c1	16790.0	4.774949303861951
3751	50860258		CC(=O)c1ccc(OCCCCCCN2CCN(Cc3ccccc3)CC2)cc1O	16800.0	4.774690718274137
3752	50508632		COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4ccccc4Cl)CC3)c2c1	16800.0	4.774690718274137
3753	51187232		CCOP(=S)(OCC)SCc1ccccn1	16870.0	4.772884917410875
3754	51286396	 	COc1cc(cc(OC)c1OC)C(=O)NCCCCCCC\C=[N+](/[O-])C(C)(C)C	16900.0	4.772113295386326
3755	321520	BindingDB_175405_mol_1	Cc1ccc(cc1)C1=C(C#N)C(NC(C)(C1)c1ccc(C)cc1)=C(C#N)C#N	16900.0	4.772113295386326
3756	50103355		Oc1ccc(CN(CC#C)CC2CCN(Cc3ccccc3)CC2)c2cccnc12	17000.0	4.769551078621726
3757	50802126	BindingDB_50369859_mol_1	O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccc(nn1)-c1ccccc1	17000.0	4.769551078621726
3758	50094409		COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCN(CC4)c4ccccc4)cc3)c2cc1OC	17090.0	4.767257937279263
3759	50714370		CCN(CC)Cc1cc(\C=C2/Oc3cc(OC)c(OC)cc3C2=O)ccc1O	17100.0	4.767003889607846
3760	50888191		COc1ccccc1CN(C)CCCCNC(=O)COc1ccc(cc1)-c1cc(=O)c2c(O)c(OC)c(OC)cc2o1	17130.0	4.766242637034489
3761	51240497	 	CN(C)C(=O)Oc1ccccc1-c1nc2ccccc2o1	17179.0	4.765002120313969
3762	319005	1-_2-Oxo-2H-chromene-3-carbonyl_-3-_3-fluorophenyl_thiourea	Fc1cccc(NC(=S)NC(=O)c2cc3ccccc3oc2=O)c1	17200.0	4.764471553092451
3763	361287	BindingDB_203829_mol_1	COc1ccc(\C=C2/CCc3ccccc3C2=O)c(Cl)c1OC	17200.0	4.764471553092451
3764	50326741	BindingDB_50176467_mol_1	CC[C@H](C[C@@H](O)[C@@H](C)[C@H]1CCC2C3C[C@@H](O)[C@@]4(O)C[C@@H](O)C[C@H](O)[C@]4(C)C3CC[C@]12C)C(C)C	17200.0	4.764471553092451
3765	50434349	BindingDB_50253156_mol_1	CNC(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O	17200.0	4.764471553092451
3766	51286399	 	COc1cc(cc(OC)c1OC)C(=O)NCCCCC\C=[N+](/[O-])C(C)(C)C	17200.0	4.764471553092451
3767	50453312		COc1cccc(CCCCCCCCNCc2ccccc2OC)c1	17200.0	4.764471553092451
3768	50550588		CCN(CC)C(=O)Oc1ccc(C(=O)\C=C\c2ccc(cc2)N(C)C)c(O)c1	17210.0	4.76421912967244
3769	50646789	BindingDB_50347129_mol_1	CCCC\C=C/CCCCCCCCCc1cccc(O)c1	17224.0	4.763865983184569
3770	397338	Untitled Document-1	COP(=O)(OC)OC(CCC#N)c1ccc(C)cc1	17270.0	4.7627076624325415
3771	51122614		Cc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1C	17300.0	4.761953896871205
3772	51063135	BindingDB_50433750_mol_1	COc1cc(CCC(=O)C2C(NC(=O)N=C2CCc2ccc(O)c(OC)c2)c2ccc(O)cc2)ccc1O	17310.0	4.7617029321246065
3773	51073317	BindingDB_50438841_mol_1	Oc1ccc(cc1)-c1nc2ccccc2[nH]1	17330.0	4.761201437286083
3774	51069421	BindingDB_50436820_mol_1	CN1C\C(=C/c2ccc(Cl)cc2Cl)C(=O)[C@]2(C1)[C@H]([C@@H]1CCCCN1[C@@]21C(=O)c2cccc3cccc1c23)c1ccc(Cl)cc1Cl	17340.0	4.760950906859809
3775	51058657	BindingDB_50431823_mol_1	Cc1ccc(cc1)-c1c2SC(Cc2c(C#N)c(N)c1C#N)c1ccc(Cl)cc1	17340.0	4.760950906859809
3776	50552395	BindingDB_50307925_mol_1	Clc1cccc(Cl)c1\C=N\N=c1ccn(Cc2ccccc2)cc1	17400.0	4.7594507517174005
3777	50409218		[O-][N+](=O)c1cccc(NC(=O)Nc2nc(cs2)-c2cc3cc(Br)ccc3o2)c1	17450.0	4.758204568704802
3778	50484897	BindingDB_50157750_mol_1	CCN(CCNC(=O)COc1ccc(\C=C\c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC	17460.0	4.757955760630449
3779	51131712		[Cl-].Cc1cccc(C[n+]2ccc(Cn3c4ccccc4c4ccccc34)cc2)c1	17500.0	4.756961951313706
3780	50489662	BindingDB_50161773_mol_1	COc1ccc(\C=C2/CCC\C(=C/c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC	17500.0	4.756961951313706
3781	389028	Untitled	Cc1ncc(\C=C\c2ccc(O)c(CN3CCCCC3)c2)c(CO)c1O	17550.0	4.755722879198157
3782	50481753		CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OC\C=C/CCl	17580.0	4.754981129262247
3783	51083682		O=c1n([se]c2ccccc12)C1CCN(Cc2ccccc2)CC1	17580.0	4.754981129262247
3784	51265474	 	Oc1ccccc1C(=O)\C=C\c1cccc(OCCCN2CCc3ccccc3C2)c1	17600.0	4.7544873321858505
3785	50580827	BindingDB_50319981_mol_1	CN1CCN(CC1)c1nccc(NCc2cccc3ccccc23)n1	17600.0	4.7544873321858505
3786	50888186		CCN(CCCCCCNC(=O)COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1)Cc1ccccc1OC	17650.0	4.753255290276159
3787	50306017	BindingDB_50068293_mol_1	O=C1N(CCCCCCCCNC2CCN(Cc3ccccc3)CC2)C(=O)c2ccccc12	17670.0	4.7527634504932355
3788	50314261	BindingDB_50072954_mol_1	Clc1ccc(Cn2cc(Cn3c4ccccc4c(=O)c4cc(Cl)ccc34)nn2)cc1	17690.0	4.752272167090277
3789	50681802		CCN(CCCOc1cc(O)c2c(c1)sc1ccccc1c2=O)Cc1ccc(cc1)N(C)C	17700.0	4.752026733638194
3790	51189730		Cc1ccc(CN(C(=O)\C=C\C(=O)N(Cc2ccc(C)cc2)c2ccc(I)cc2)c2ccc(I)cc2)cc1	17720.0	4.751536282448968
3791	51240478	Untitled Document-1	CCN(Cc1ccccc1)Cc1ccc(cc1)-c1nc2ccccc2o1	17742.0	4.7509974250902385
3792	50791608		O=C1CCc2ccc(OCCCCCCN3CCCCC3)cc2N1	17800.0	4.749579997691106
3793	50553612		Fc1ccccc1CN1CCN(CCN2C(=O)c3ccccc3S2(=O)=O)CC1	17800.0	4.749579997691106
3794	388738	Untitled	CCC1(CC)NC(=O)c2cc(Br)cc(Br)c2N1	17900.0	4.747146969020107
3795	50888202	BindingDB_50267503_mol_1	COc1cc2oc(cc(=O)c2c(OC)c1OC)-c1ccc(OCC(=O)NCCN(C)Cc2ccccc2)cc1	17900.0	4.747146969020107
3796	50506909	BindingDB_50293445_mol_1	OCCNC(=O)c1cnc2C(=O)c3ccccc3-c3cccc1c23	17990.0	4.744968836654449
3797	51218491		CCN(Cc1cccc2[nH]c3ccccc3c12)C(=O)\C=C\c1ccc(O)c(OC)c1	18000.0	4.7447274948966935
3798	50969794		COC(=O)C1Cc2c([nH]c3ccccc23)C(C)N1C(=O)CCN(C)CCN(C)CCC(=O)N1C(C)c2[nH]c3ccccc3c2CC1C(=O)OC	18000.0	4.7447274948966935
3799	50483644		COc1cc(\C=C\C(=O)NCCCCN(C)Cc2ccccc2OC)ccc1O	18000.0	4.7447274948966935
3800	422094	Untitled Document-1	Oc1cc(O)c(cc1Cl)-c1nnc(Cc2ccccc2)s1	18000.0	4.7447274948966935
3801	50428062	BindingDB_50244660_mol_1	COc1ccc(cc1)N1CCN(CC1)c1cc(=O)oc2ccc(C)cc12	18000.0	4.7447274948966935
3802	50802151	BindingDB_50102762_mol_1	O=C(CN1CCC(Cc2ccccc2)CC1)Nc1ccc(nn1)-c1ccccc1	18000.0	4.7447274948966935
3803	50961933	BindingDB_50394652_mol_1	CC(C)=CCc1c(O)cc2O[C@@H](CC(=O)c2c1O)c1ccccc1	18000.0	4.7447274948966935
3804	50428068	BindingDB_50244613_mol_1	Cc1ccc(cc1)C(=O)N1CCN(CC1)C(=O)c1cc2ccccc2oc1=O	18000.0	4.7447274948966935
3805	50555589		OC(=O)c1ccc(cc1)\N=C\c1ccccc1O	18030.0	4.744004273277598
3806	344796	7-_4-__6-Chloro-1_2_3_4-tetrahydroacridin-9-yl_amino_phenoxy	Cc1cc(=O)oc2cc(Oc3ccc(Nc4c5CCCCc5nc5cc(Cl)ccc45)cc3)ccc12	18030.0	4.744004273277598
3807	408380		COc1cc2CCN(C)C(Cc3ccc4OCOc4c3)c2cc1OC	18060.0	4.743282254022513
3808	51245757		Cl.Brc1ccc(cc1)-n1cc(COc2ccc(\C=N\Nc3c4CCCCc4nc4ccccc34)cc2)nn1	18100.0	4.7423214251308154
3809	50706648	BindingDB_50359393_mol_1	CN(CC#C)Cc1cc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2n1C	18100.0	4.7423214251308154
3810	50531615		CC(C)=CCC\C(C)=C\CC\C(C)=C\Cc1cc(O)cc(Sc2ccccc2C(O)=O)c1O	18100.0	4.7423214251308154
3811	50542261		CCN(Cc1ccc(\C=C2/COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1N(C)C	18100.0	4.7423214251308154
3812	51058661	BindingDB_50431827_mol_1	Cc1ccc(cc1)C1Cc2c(S1)c(-c1ccc(F)cc1)c(C#N)c(N)c2C#N	18110.0	4.742081549685942
3813	51063134	BindingDB_50059989_mol_1	Oc1ccc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)cc1	18270.0	4.738261452647462
3814	50240255		[O-][N+](=O)c1ccc(cc1)C1=Nn2c(SC1)nnc2-c1cccnc1	18300.0	4.73754891026957
3815	51069402	BindingDB_50436802_mol_1	CN1C\C(=C/c2ccccc2)C(=O)[C@]2(C1)[C@H]([C@@H]1CCCCN1[C@@]21C(=O)c2cccc3cccc1c23)c1ccccc1	18340.0	4.736600668665997
3816	51256806	 	CC(=O)c1ccc(OCCCCCCCCCCN2CCC(CC2)c2ccccc2)cc1O	18400.0	4.735182176990463
3817	50859681		CC(=O)c1ccc(OCCCCN2CCN(CC2)c2ccccn2)cc1O	18400.0	4.735182176990463
3818	50681796	BindingDB_50231585_mol_1	CCN(CCCOc1cc(O)c2c(c1)sc1ccccc1c2=O)Cc1ccccc1	18400.0	4.735182176990463
3819	292988	1-_4-_8-Methoxy-2-oxo-2H-chromen-3-yl_thiazol-2-yl_-3-_3-flu	COc1cccc2cc(-c3csc(NC(=S)Nc4cccc(F)c4)n3)c(=O)oc12	18400.0	4.735182176990463
3820	50888222	BindingDB_50267553_mol_1	COc1ccccc1CN(C)CCCCNC(=O)COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1	18400.0	4.735182176990463
3821	50341630		COc1cc2oc(cc(=O)c2c(OC)c1OC)-c1cccc(OCCCCN(C)Cc2ccccc2)c1	18430.0	4.734474664780926
3822	50966646		CC(=O)OC[C@H]1O[C@@H](Oc2c(oc3ccccc3c2=O)-c2cccs2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O	18520.0	4.732359017654084
3823	51140045		Cl.O=C(CCN1CCC(Cc2ccccc2)CC1)c1ccc2ccccc2c1	18550.0	4.731656086048935
3824	50888217	BindingDB_50267512_mol_1	CCN(CCCNC(=O)COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1)Cc1ccccc1	18560.0	4.731422028117157
3825	51316559		Clc1cccc(OCCCCCCN2CCCCC2)c1	18570.0	4.73118809626022
3826	51064571	BindingDB_50434526_mol_1	Fc1ccccc1C=C1CNCC2C(NC(=O)N=C12)c1ccccc1F	18590.0	4.730720610228102
3827	450600		COc1ccc2cc(ccc2c1)[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)OCCC(C)(C)C	18600.0	4.730487055782084
3828	50082122	BindingDB_50004324_mol_1	Fc1cccc(c1)C1=Nn2c(SC1)nnc2-c1ccncc1	18600.0	4.730487055782084
3829	395837	Untitled Document-1	CCN1c2ccccc2C(=O)NC1(C)c1ccccc1	18600.0	4.730487055782084
3830	51265456	 	Oc1ccccc1C(=O)\C=C\c1cccc(OCCCCCN2CCc3ccccc3C2)c1	18600.0	4.730487055782084
3831	50523909	BindingDB_50197946_mol_1	CCCOc1ccc2cc(C(=O)NCCc3c[nH]c4ccccc34)c(=O)oc2c1	18700.0	4.728158393463501
3832	51073311	BindingDB_50438835_mol_1	C(CN1CCOCC1)Oc1ccc(cc1)-c1nc2ccccc2[nH]1	18790.0	4.726073219899474
3833	50075291	BindingDB_50272613_mol_1	Oc1cccc(c1)C1=Nc2ccccc2SC(C1)c1ccc(Cl)cc1	18800.0	4.72584215073632
3834	51131743		[Cl-].Fc1ccc(C[n+]2ccc(Cn3c4ccccc4c4ccccc34)cc2)cc1	18800.0	4.72584215073632
