	C0	CO2minus	Cofactor (VdW)	Cofactor (elec)	Cofactor (hbond)	Csp2	Csp3	DOF	E-Inter (cofactor - ligand)	E-Inter (protein - ligand)	E-Inter (water - ligand)	E-Inter total	E-Intra (clash)	E-Intra (elec)	E-Intra (hbond)	E-Intra (sp2-sp2)	E-Intra (steric)	E-Intra (tors)	E-Intra (tors, ligand atoms)	E-Intra (vdw)	E-Soft Constraint Penalty	E-Solvation	E-Total	Electro	ElectroLong	Energy	Filename	HBond	HeavyAtoms	LE1	LE3	Ligand	MW	N	Name	NoHBond90	Nplus	OH	OPO32minus	OS	PoseEnergy	RMSD	RerankScore	Run	SimilarityScore	Steric	Torsions	VdW (LJ12-6)	carbonyl	halogen	SMILES
6840	1	0	0	0	0	7	9	8	0	-144.937	0	-144.937	0	0.0	-3.02005	0.5657310000000001	-7.8219899999999996	3.51925	-7.3227899999999995	34.1046	0	0	-152.26	0.0	0.0	-152.26	[00]BindingDB_Reactant_set_id_51056222_.mvdml	-6.72198	26	-5.85614	-4.48387	BindingDB_Reactant_set_id_51056222_	381.465	3	[00]BindingDB_Reactant_set_id_51056222_	-11.3011	0	0	0	2	-155.115	0	-116.581	0	0	-138.215	8	-44.085	2	1	FC(C=1)=CC=C(N=2)C=1SC=2C(C)NC(=O)C(C(C)C)NC(=O)OC(C)C
6843	1	0	0	0	0	15	5	3	0	-147.203	0	-147.203	0	0.0	-2.5	0.0	14.8984	0.696982	13.0954	90.6884	0	0	-134.107	0.0	0.0	-134.107	[00]BindingDB_Reactant_set_id_50918662_.mvdml	-2.5	25	-5.3642900000000004	-4.5224	BindingDB_Reactant_set_id_50918662_	338.37699999999995	1	[00]BindingDB_Reactant_set_id_50918662_	-7.465260000000001	0	1	0	3	-137.32399999999998	0	-113.06	0	0	-144.703	3	-51.8494	0	0	OC=1C=CC2=CC=3C=4C=C(OC)C(OC)=CC=4CC[N]=3C=C2C=1OC
6846	1	0	0	0	0	30	2	5	0	-33.4403	0	-33.4403	0	0.0	0.0	8.53185	2.5725	8.81138	11.3839	61.8443	0	0	-22.0564	0.0	0.0	-22.0564	[00]BindingDB_Reactant_set_id_51218266_.mvdml	-0.229906	44	-0.501283	22.7979	BindingDB_Reactant_set_id_51218266_	698.4689999999999	4	[00]BindingDB_Reactant_set_id_51218266_	-7.06234	0	0	0	4	-23.0406	0	1003.11	0	0	-33.2104	5	1882.44	0	4	ClC=1C=CC(Cl)=CC=1C(N=2)=CS[C]=2=[N]=C(C=C3)C(OC)=[CH]=C3C(=C[CH]4)C=C(OC)C4=[N]=[C](=[N]=5)S[CH]C=5C=6[CH]C(Cl)=C[CH]C=6Cl
6849	1	0	0	0	0	8	6	1	0	-120.344	0	-120.344	0	0.0	0.0	5.76467	18.2636	5.76467	24.0283	68.1209	0	0	-96.3158	0.0	0.0	-96.3158	[00]BindingDB_Reactant_set_id_50428047_.mvdml	0.0	20	-4.81579	-3.7661300000000004	BindingDB_Reactant_set_id_50428047_	271.311	1	[00]BindingDB_Reactant_set_id_50428047_	-2.34923	0	0	0	1	-97.0843	0	-75.3226	0	0	-120.344	1	-27.1113	2	0	O=C1OC2=CC=CC=C2C=C1C(=O)N3CCC(C)CC3
6852	1	0	0	0	0	8	3	0	0	-89.9387	0	-89.9387	0	0.0	0.0	0.0	7.33767	0.0	7.33767	37.9947	0	0	-82.6011	0.0	0.0	-82.6011	[00]BindingDB_Reactant_set_id_50928763_.mvdml	-1.10269	13	-6.35393	-4.16293	BindingDB_Reactant_set_id_50928763_	172.226	2	[00]BindingDB_Reactant_set_id_50928763_	-6.68716	0	0	0	0	-87.2456	0	-54.118	0	0	-88.836	0	2.16405	0	0	N1C2=CC=CC=C2C=3CCNCC1=3
6855	1	0	0	0	0	14	4	2	0	-151.59	0	-151.59	0	0.0	0.0	9.53537	23.9083	9.53537	33.4437	97.0913	0	0	-118.146	0.0	0.0	-118.146	[00]BindingDB_Reactant_set_id_50428071_.mvdml	0.0	26	-4.54407	-3.71032	BindingDB_Reactant_set_id_50428071_	368.814	2	[00]BindingDB_Reactant_set_id_50428071_	0.0	0	0	0	1	-116.95700000000001	0	-96.4682	0	0	-151.59	2	-47.0808	2	1	ClC(=CC=1)C=CC=1N(CC2)CCN2C(=O)C3=CC4=CC=CC=C4OC3=O
6858	1	0	0	0	0	2	11	9	0	-111.531	0	-111.531	0	0.0	0.0	0.0	-7.379110000000001	12.4404	5.06131	10.9045	0	0	-106.47	0.0	0.0	-106.47	[00]BindingDB_Reactant_set_id_50030025_.mvdml	-5.43738	20	-5.32348	-3.8050300000000004	BindingDB_Reactant_set_id_50030025_	300.42	4	[00]BindingDB_Reactant_set_id_50030025_	-16.7172	0	0	0	2	-116.177	0	-76.1007	0	0	-106.094	9	-20.5054	0	0	O=NC(C1=NC(C(C)(C)C)=NO1)SCCN(CC)CC
6861	1	0	0	0	0	8	4	1	0	-119.895	0	-119.895	0	0.0	0.0	0.00356756	33.3092	0.00356756	33.3128	105.774	0	0	-86.5822	0.0	0.0	-86.5822	[00]BindingDB_Reactant_set_id_50428046_.mvdml	-0.118105	19	-4.55696	-4.12614	BindingDB_Reactant_set_id_50428046_	259.257	1	[00]BindingDB_Reactant_set_id_50428046_	-6.32939	0	0	0	2	-91.9247	0	-78.3967	0	0	-119.777	1	-31.0947	2	0	O=C1OC2=CC=CC=C2C=C1C(=O)N3CCOCC3
6864	1	0	0	0	0	2	8	8	0	-114.92200000000001	0	-114.92200000000001	0	0.0	0.0	0.0	-1.4346700000000001	4.39905	2.96438	8.6951	0	0	-111.958	0.0	0.0	-111.958	[00]BindingDB_Reactant_set_id_50030029_.mvdml	-0.04976869999999999	17	-6.5857399999999995	-5.52337	BindingDB_Reactant_set_id_50030029_	258.341	4	[00]BindingDB_Reactant_set_id_50030029_	-4.98597	0	0	0	2	-114.917	0	-93.8972	0	0	-114.87200000000001	8	-37.7932	0	0	O=NC(C1=NC(C)=NO1)SCCN(CC)CC
6867	1	0	0	0	0	6	6	6	0	-113.29299999999999	0	-113.29299999999999	0	0.0	0.0	3.1935700000000002	0.659452	9.91436	10.5738	40.9233	0	0	-102.719	-2.1404400000000003	-5.01131	-102.719	[00]BindingDB_Reactant_set_id_51090386_.mvdml	-3.49815	19	-5.40626	-3.98222	BindingDB_Reactant_set_id_51090386_	396.095	0	[00]BindingDB_Reactant_set_id_51090386_	-10.3134	1	0	0	2	-106.811	0	-75.6623	0	0	-102.64299999999999	6	-31.7451	1	2	BrC(=C1)C(OC)=C(Br)C=C1C(=O)OCC[N+](C)(C)C
6870	1	0	0	0	0	14	7	7	0	-151.916	0	-151.916	0	0.0	-5.0	0.0	5.137169999999999	3.89256	4.02974	78.0266	0	0	-147.886	0.0	0.0	-147.886	[00]BindingDB_Reactant_set_id_50106372_.mvdml	-5.28125	26	-5.687930000000001	-4.17671	BindingDB_Reactant_set_id_50106372_	355.42800000000005	1	[00]BindingDB_Reactant_set_id_50106372_	-15.7072	0	2	0	2	-155.991	0	-108.595	0	0	-146.635	7	-36.0238	0	0	OC(C=1)=C(OC)C2=C3C=C(OC)C(O)=CC3=CC=C2C=1CCNCCC
6873	1	0	0	0	0	7	12	3	0	-132.105	0	-132.105	0	0.0	0.0	0.0	2.60391	2.2984	4.90231	75.914	0	0	-127.20200000000001	0.0	0.0	-127.20200000000001	[00]BindingDB_Reactant_set_id_50503936_.mvdml	-1.71685	24	-5.3001	-4.1739999999999995	BindingDB_Reactant_set_id_50503936_	324.41700000000003	2	[00]BindingDB_Reactant_set_id_50503936_	-6.606660000000001	0	0	0	1	-130.625	0	-100.176	0	0	-130.388	3	-42.2623	1	0	O=C(OC)C1C2=NC3=CC=CC=C3C2(C54)CCN5CCC1C4CC
6876	1	0	0	0	0	7	9	9	0	-146.74200000000002	0	-146.74200000000002	0	0.0	-5.0	1.7446599999999999	-13.193	9.874130000000001	-8.31891	33.1499	0	0	-155.061	0.0	0.0	-155.061	[00]BindingDB_Reactant_set_id_51056223_.mvdml	-1.27715	26	-5.9638800000000005	-4.28569	BindingDB_Reactant_set_id_51056223_	381.465	3	[00]BindingDB_Reactant_set_id_51056223_	-5.18732	0	0	0	2	-157.898	0	-111.428	0	0	-145.465	9	-43.7855	2	1	FC(C=1)=CC=C(N=2)C=1SC=2C(C)NC(=O)C(C(C)C)NC(=O)OCCC
6879	1	0	0	0	0	12	6	2	0	-133.009	0	-133.009	0	0.0	-2.5	0.0	20.8636	2.6612299999999998	21.0249	88.6519	0	0	-111.984	0.0	0.0	-111.984	[00]BindingDB_Reactant_set_id_50918658_.mvdml	-5.26783	22	-5.09019	-4.4491	BindingDB_Reactant_set_id_50918658_	298.356	1	[00]BindingDB_Reactant_set_id_50918658_	-11.2385	0	1	0	2	-116.839	0	-97.8802	0	0	-127.741	2	-45.9383	0	0	OC1=C(C3=2)CC[NH2]C3CC=4C=CC=CC=4C=2C(OC)=C1OC
6882	1	0	0	0	0	12	5	0	0	-125.695	0	-125.695	0	0.0	0.0	0.0	16.1285	0.0	16.1285	80.8258	0	0	-109.56700000000001	0.0	0.0	-109.56700000000001	[00]BindingDB_Reactant_set_id_50957450_.mvdml	-1.32364	20	-5.47835	-4.589180000000001	BindingDB_Reactant_set_id_50957450_	266.33799999999997	2	[00]BindingDB_Reactant_set_id_50957450_	-5.15298	0	1	0	0	-111.605	0	-91.7836	0	0	-124.37200000000001	0	-36.4446	0	0	OC1=CC=2CN3CCC=4C=CC=CC=4C3N(C)C=2C=C1
6885	1	0	0	0	0	14	8	8	0	-156.155	0	-156.155	0	0.0	-5.0	0.0	7.1805	1.44836	3.62886	79.8401	0	0	-152.526	0.0	0.0	-152.526	[00]BindingDB_Reactant_set_id_50106371_.mvdml	-6.50915	27	-5.64912	-4.006130000000001	BindingDB_Reactant_set_id_50106371_	369.454	1	[00]BindingDB_Reactant_set_id_50106371_	-16.3334	0	2	0	2	-160.116	0	-108.165	0	0	-149.64600000000002	8	-26.3497	0	0	OC(C=1)=C(OC)C2=C3C=C(OC)C(O)=CC3=CC=C2C=1CCNCCCC
6888	1	0	0	0	0	14	0	2	0	-137.625	0	-137.625	0	0.0	0.0	0.672718	13.0508	0.672718	13.7235	49.5371	0	0	-123.90100000000001	0.0	0.0	-123.90100000000001	[00]BindingDB_Reactant_set_id_51053843_.mvdml	-6.63355	21	-5.90006	-5.02061	BindingDB_Reactant_set_id_51053843_	339.19699999999995	2	[00]BindingDB_Reactant_set_id_51053843_	-10.7822	0	2	0	1	-126.18299999999999	0	-105.43299999999999	0	0	-130.991	2	-38.4773	0	2	ClC(=C1)C=CC(Cl)=C1C(S2)=NN=C2C=3C=CC(O)=CC=3O
6891	1	0	0	0	0	8	4	0	0	-103.603	0	-103.603	0	0.0	0.0	0.0	12.12	0.0	12.12	49.1827	0	0	-91.4832	0.0	0.0	-91.4832	[00]BindingDB_Reactant_set_id_50358439_.mvdml	0.0	17	-5.38136	-4.61983	BindingDB_Reactant_set_id_50358439_	227.262	3	[00]BindingDB_Reactant_set_id_50358439_	-5.0	0	0	0	0	-95.1545	0	-78.5371	0	0	-103.603	0	-30.7439	1	0	O=C(C)N=C1N2CCCC2=NC=3C1=CC=CC=3
6894	1	0	0	0	0	16	7	6	0	-168.78400000000002	0	-168.78400000000002	0	0.0	-4.33367	3.9055800000000005	3.30295	9.97785	8.94713	102.021	0	0	-159.83700000000002	0.0	0.0	-159.83700000000002	[00]BindingDB_Reactant_set_id_50802133_.mvdml	-2.7827	29	-5.51162	-3.86404	BindingDB_Reactant_set_id_50802133_	386.48900000000003	4	[00]BindingDB_Reactant_set_id_50802133_	-9.31051	0	0	0	0	-163.366	0	-112.057	0	0	-166.00099999999998	6	-42.3427	1	0	O=C(N2CCC(CC2)CC1=CC=CC=C1)CNC(=CC=3)N=NC=3C=4C=CC=CC=4
6897	1	0	0	0	0	12	4	9	0	-136.993	0	-136.993	0	0.0	-4.88971	4.3703199999999995	15.7813	9.12761	20.0192	72.4378	0	0	-116.973	0.0	0.0	-116.973	[00]BindingDB_Reactant_set_id_50752525_.mvdml	-7.55461	24	-4.87389	-3.20896	BindingDB_Reactant_set_id_50752525_	332.35400000000004	4	[00]BindingDB_Reactant_set_id_50752525_	-17.3959	0	2	0	2	-124.993	0	-77.015	0	0	-129.438	9	-11.9357	0	0	ON=CC1=CC=CC=[N]1COCCOC[N]2=CC=CC=C2C=NO
6900	1	0	0	0	0	7	6	6	0	-158.965	0	-158.965	0	0.0	-10.4478	3.7380400000000003	7.140860000000001	5.01664	1.70974	38.3707	0	0	-157.255	0.0	0.0	-157.255	[00]BindingDB_Reactant_set_id_50870798_.mvdml	-11.7413	24	-6.5523	-5.1085	BindingDB_Reactant_set_id_50870798_	341.31699999999995	3	[00]BindingDB_Reactant_set_id_50870798_	-20.0	0	4	0	2	-163.993	0	-122.604	0	0	-147.224	6	-48.6942	1	0	OCC(O1)C(O)C(O)C(O)C1OC(=CC=2)C=CC=2C=NNC(N)=O
6903	1	0	0	0	0	6	0	1	0	-87.4633	0	-87.4633	5000	0.0	0.0	0.0	71.0287	0.037339	5071.07	366.07800000000003	0	0	4983.6	0.0	0.0	4983.6	[00]BindingDB_Reactant_set_id_50615909_.mvdml	-7.13002	10	498.36	-1.02989	BindingDB_Reactant_set_id_50615909_	156.211	0	[00]BindingDB_Reactant_set_id_50615909_	-14.286	0	3	0	0	4977.09	0	-10.2989	0	0	-80.3333	1	-23.7901	0	0	O[Si](O)(O)[c]1[cH][cH][cH][cH][cH]1
6906	1	0	0	0	0	12	5	1	0	-121.742	0	-121.742	0	0.0	-2.5	0.0	16.5727	1.12481	15.1975	82.5032	0	0	-106.544	0.0	0.0	-106.544	[00]BindingDB_Reactant_set_id_50918654_.mvdml	-2.5	20	-5.32722	-4.32895	BindingDB_Reactant_set_id_50918654_	268.33	1	[00]BindingDB_Reactant_set_id_50918654_	-9.61166	0	1	0	1	-112.015	0	-86.5791	0	0	-119.242	1	-34.0949	0	0	OC=1C=C(C3=2)CC[NH2]C3CC=4C=CC=CC=4C=2C=1OC
6909	1	0	0	0	0	14	0	2	0	-122.241	0	-122.241	0	0.0	-2.5	6.279780000000001	4.332319999999999	6.279780000000001	8.11209	48.2532	0	0	-114.12899999999999	0.0	0.0	-114.12899999999999	[00]BindingDB_Reactant_set_id_51053798_.mvdml	-2.5	21	-5.43471	-4.02324	BindingDB_Reactant_set_id_51053798_	339.19699999999995	2	[00]BindingDB_Reactant_set_id_51053798_	-11.6397	0	2	0	1	-121.65299999999999	0	-84.4881	0	0	-119.741	2	-33.2129	0	2	ClC=1C=C(Cl)C=CC=1C(S2)=NN=C2C=3C=CC(O)=CC=3O
6912	1	0	0	0	0	18	2	3	0	-152.122	0	-152.122	0	0.0	-3.98452	0.0	9.935789999999999	3.4768199999999996	9.42809	81.7754	0	0	-142.694	0.0	0.0	-142.694	[00]BindingDB_Reactant_set_id_51227527_.mvdml	-4.4595400000000005	25	-5.7077599999999995	-4.43714	BindingDB_Reactant_set_id_51227527_	349.81	1	[00]BindingDB_Reactant_set_id_51227527_	-4.4595400000000005	0	1	0	0	-141.215	0	-110.928	0	0	-147.662	3	-42.0963	1	1	ClC(=CC=1)C=CC=1CN(C2(=O))C3=CC=CC=C3C2(O)C=4C=CC=CC=4
6915	1	0	0	0	0	6	6	0	0	-88.9694	0	-88.9694	0	0.0	0.0	0.0	12.5829	0.0	12.5829	47.6218	0	0	-76.3865	0.0	0.0	-76.3865	[00]BindingDB_Reactant_set_id_50957482_.mvdml	0.0	14	-5.456180000000001	-4.70361	BindingDB_Reactant_set_id_50957482_	188.269	2	[00]BindingDB_Reactant_set_id_50957482_	-2.0375799999999997	0	0	0	0	-76.4194	0	-65.8506	0	0	-88.9694	0	-25.5183	0	0	CN1C2CCCN2CC=3C1=CC=CC=3
6918	1	0	0	0	0	12	0	0	0	-132.618	0	-132.618	0	0.0	-10.0	0.0	10.8456	0.0	0.8456309999999999	81.9858	0	0	-131.773	0.0	0.0	-131.773	[00]BindingDB_Reactant_set_id_51292556_.mvdml	-8.47292	22	-5.98966	-4.02845	BindingDB_Reactant_set_id_51292556_	302.193	0	[00]BindingDB_Reactant_set_id_51292556_	-19.4975	0	4	0	2	-141.203	0	-88.6258	0	0	-124.145	0	-18.7866	2	0	OC(=C1(O))C=C2C(=O)OC3=C(O)C(O)=CC4=C3C2=C1OC4=O
6922	1	0	0	0	0	17	2	9	0	-159.202	0	-159.202	0	0.0	-0.0742655	6.18715	-1.6074899999999999	11.75	10.0683	80.0485	0	0	-149.134	0.0	0.0	-149.134	[00]BindingDB_Reactant_set_id_50706150_.mvdml	-5.15033	28	-5.32621	-3.66134	BindingDB_Reactant_set_id_50706150_	377.39300000000003	3	[00]BindingDB_Reactant_set_id_50706150_	-14.3146	0	0	0	2	-156.02200000000002	0	-102.51799999999999	0	0	-154.05200000000002	9	-34.8322	2	0	O=C(NC1=CC=NC=C1(N))OCC(=CC=2)C=CC=2OC(=O)CC=3C=CC=CC=3
6924	1	0	0	0	0	17	2	9	0	-163.46	0	-163.46	0	0.0	-0.0742559	6.20059	16.9648	10.2305	27.121	81.025	0	0	-136.339	0.0	0.0	-136.339	[02]BindingDB_Reactant_set_id_50706150_.mvdml	-4.98856	28	-4.8692400000000005	-4.05451	BindingDB_Reactant_set_id_50706150_	377.39300000000003	3	[02]BindingDB_Reactant_set_id_50706150_	-18.9494	0	0	0	2	-147.783	0	-113.52600000000001	0	0	-158.471	9	-53.6294	2	0	O=C(NC1=CC=NC=C1(N))OCC(=CC=2)C=CC=2OC(=O)CC=3C=CC=CC=3
6928	1	0	0	0	0	10	7	3	0	-125.995	0	-125.995	0	0.0	0.0	0.0	11.9824	1.42906	13.4115	73.5894	0	0	-112.584	0.0	0.0	-112.584	[00]BindingDB_Reactant_set_id_50918254_.mvdml	-2.75814	20	-5.6292	-4.67781	BindingDB_Reactant_set_id_50918254_	271.35400000000004	1	[00]BindingDB_Reactant_set_id_50918254_	-4.95127	0	1	0	1	-113.26	0	-93.5562	0	0	-123.23700000000001	3	-38.3893	0	0	OC1=CC=CC=C1CC2NCCC(C3)=C2CC=C3OC
6931	1	0	0	0	0	16	8	7	0	-169.375	0	-169.375	0	0.0	0.0	0.486126	9.48881	13.6698	23.1587	94.6593	0	0	-146.216	0.0	0.0	-146.216	[00]BindingDB_Reactant_set_id_50802106_.mvdml	-2.1588	28	-5.22201	-3.30495	BindingDB_Reactant_set_id_50802106_	373.491	3	[00]BindingDB_Reactant_set_id_50802106_	-5.60395	0	0	0	1	-147.734	0	-92.5386	0	0	-167.21599999999998	7	-7.579439999999999	0	0	C(OC1=CC=C(C2=CC=CC=C2)N=N1)CC(CC3)CCN3CC=4C=CC=CC=4
6933	1	0	0	0	0	16	8	7	0	-165.683	0	-165.683	0	0.0	0.0	0.636182	15.5442	8.394	23.9382	89.5192	0	0	-141.745	0.0	0.0	-141.745	[02]BindingDB_Reactant_set_id_50802106_.mvdml	-2.9093400000000003	28	-5.06231	-4.10025	BindingDB_Reactant_set_id_50802106_	373.491	3	[02]BindingDB_Reactant_set_id_50802106_	-6.01654	0	0	0	1	-142.076	0	-114.807	0	0	-162.773	7	-45.47	0	0	C(OC1=CC=C(C2=CC=CC=C2)N=N1)CC(CC3)CCN3CC=4C=CC=CC=4
6937	1	0	0	0	0	6	11	1	0	-114.89299999999999	0	-114.89299999999999	0	0.0	0.0	0.0	21.7473	0.35736599999999996	22.1047	84.1359	0	0	-92.7885	0.0	0.0	-92.7885	[00]BindingDB_Reactant_set_id_50918258_.mvdml	-0.900316	22	-4.2176599999999995	-3.1924099999999997	BindingDB_Reactant_set_id_50918258_	299.36400000000003	1	[00]BindingDB_Reactant_set_id_50918258_	-8.221039999999999	0	0	0	2	-97.8507	0	-70.2331	0	0	-113.993	1	-13.3049	1	0	O=C1CCC2(OC)C3CC(C=54)=CC=CC=5OC1C24CCN3C
6940	1	0	0	0	0	7	10	14	0	-208.33900000000003	0	-208.33900000000003	0	0.0	-2.22093	6.213830000000001	7.204510000000001	18.8094	23.793000000000003	82.323	0	0	-184.546	0.0	0.0	-184.546	[00]BindingDB_Reactant_set_id_50870803_.mvdml	-10.9969	36	-5.12627	-3.99811	BindingDB_Reactant_set_id_50870803_	509.463	3	[00]BindingDB_Reactant_set_id_50870803_	-19.4599	0	0	0	6	-190.467	0	-143.93200000000002	0	0	-197.342	14	-64.0208	5	0	O=C(C)OCC(O1)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC(=CC=2)C=CC=2C=NNC(N)=O
6942	1	0	0	0	0	7	10	14	0	-188.232	0	-188.232	0	0.0	-2.5	5.84523	9.52689	15.4599	22.4868	88.0198	0	0	-165.745	0.0	0.0	-165.745	[02]BindingDB_Reactant_set_id_50870803_.mvdml	-8.615839999999999	36	-4.604030000000001	-3.71049	BindingDB_Reactant_set_id_50870803_	509.463	3	[02]BindingDB_Reactant_set_id_50870803_	-15.2286	0	0	0	6	-171.446	0	-133.578	0	0	-179.61599999999999	14	-66.8473	5	0	O=C(C)OCC(O1)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC(=CC=2)C=CC=2C=NNC(N)=O
6946	1	0	0	0	0	9	9	3	0	-148.893	0	-148.893	0	0.0	-5.0	3.78669	10.9333	5.306430000000001	11.2397	77.7026	0	0	-137.653	0.0	0.0	-137.653	[00]BindingDB_Reactant_set_id_51067669_.mvdml	-1.7404	24	-5.7355599999999995	-3.8551699999999998	BindingDB_Reactant_set_id_51067669_	324.42	4	[00]BindingDB_Reactant_set_id_51067669_	-6.52608	0	0	0	0	-140.695	0	-92.5241	0	0	-147.153	3	-19.2603	1	0	O=C(CN1CCNCC1)NC=2C=3CCCCC=3N=C4C=2C=CC=C4
6949	1	0	0	0	0	12	12	11	0	-171.544	0	-171.544	0	0.0	-2.38631	7.2255899999999995	2.48794	14.8966	14.9982	98.8369	0	0	-156.545	0.0	0.0	-156.545	[00]BindingDB_Reactant_set_id_189721_.mvdml	-1.53358	32	-4.89204	-3.4052800000000003	BindingDB_Reactant_set_id_189721_	458.53	2	[00]BindingDB_Reactant_set_id_189721_	-10.8142	0	0	0	2	-163.584	0	-108.969	0	0	-170.01	11	-44.7695	1	0	O=P(OCC)(OCC)C(C=1C=CC(C)=CC=1)N(C2CCCCC2)C(=O)NC=3C=CC=CC=3
6952	1	0	0	0	0	7	8	8	0	-146.505	0	-146.505	0	0.0	-5.0	0.011817	-5.3434	3.44205	-6.901339999999999	33.7071	0	0	-153.407	0.0	0.0	-153.407	[00]BindingDB_Reactant_set_id_51056224_.mvdml	-2.5	25	-6.13627	-4.61451	BindingDB_Reactant_set_id_51056224_	367.43800000000005	3	[00]BindingDB_Reactant_set_id_51056224_	-2.50703	0	0	0	2	-152.664	0	-115.363	0	0	-144.005	8	-40.5209	2	1	FC(C=1)=CC=C(N=2)C=1SC=2C(C)NC(=O)C(C(C)C)NC(=O)OCC
6954	1	0	0	0	0	7	8	8	0	-141.63	0	-141.63	0	0.0	-5.26133	5.23678	2.08488	9.50042	6.323980000000001	50.1675	0	0	-135.306	0.0	0.0	-135.306	[02]BindingDB_Reactant_set_id_51056224_.mvdml	-3.29745	25	-5.41223	-3.97793	BindingDB_Reactant_set_id_51056224_	367.43800000000005	3	[02]BindingDB_Reactant_set_id_51056224_	-9.15651	0	0	0	2	-139.5	0	-99.4482	0	0	-138.332	8	-40.3654	2	1	FC(C=1)=CC=C(N=2)C=1SC=2C(C)NC(=O)C(C(C)C)NC(=O)OCC
6958	1	0	0	0	0	24	3	10	0	-194.7	0	-194.7	0	0.0	-5.0	8.38636	-11.2554	11.277999999999999	-4.9774	48.3902	0	0	-199.678	0.0	0.0	-199.678	[00]BindingDB_Reactant_set_id_50484900_.mvdml	-2.1491599999999997	34	-5.87288	-4.357530000000001	BindingDB_Reactant_set_id_50484900_	456.533	2	[00]BindingDB_Reactant_set_id_50484900_	-4.184069999999999	0	0	0	3	-199.389	0	-148.156	0	0	-192.551	10	-65.791	1	0	O=c([nH]=C[CH][N](=CC1=C[CH]C=[CH]=C1)C)[CH]OC(C=C2)=[CH]=[CH]=C2C=CC(=C3)[CH]C(OC)=C[C]3OC
6960	1	0	0	0	0	24	3	10	0	-179.355	0	-179.355	0	0.0	-5.0	15.4348	-19.2836	17.7337	-6.549919999999999	38.8225	0	0	-185.905	0.0	0.0	-185.905	[02]BindingDB_Reactant_set_id_50484900_.mvdml	-1.9687700000000001	34	-5.46779	-3.8130800000000002	BindingDB_Reactant_set_id_50484900_	456.533	2	[02]BindingDB_Reactant_set_id_50484900_	-4.50853	0	0	0	3	-186.99599999999998	0	-129.645	0	0	-177.386	10	-65.5329	1	0	O=c([nH]=C[CH][N](=CC1=C[CH]C=[CH]=C1)C)[CH]OC(C=C2)=[CH]=[CH]=C2C=CC(=C3)[CH]C(OC)=C[C]3OC
6963	1	0	0	0	0	17	2	9	0	-164.774	0	-164.774	0	0.0	-0.0935702	8.93018	-3.01557	11.7143	8.60516	74.42	0	0	-156.168	0.0	0.0	-156.168	[02]BindingDB_Reactant_set_id_50706149_.mvdml	-3.4561900000000003	29	-5.38512	-3.97631	BindingDB_Reactant_set_id_50706149_	393.39300000000003	3	[02]BindingDB_Reactant_set_id_50706149_	-9.65415	0	0	0	3	-160.33	0	-115.31299999999999	0	0	-161.317	9	-53.2936	2	0	O=C(NC1=CC=NC=C1(N))OCC(C=C2)=CC=C2OC(=O)C(C=3)=CC=CC=3OC
6966	1	0	0	0	0	17	1	8	0	-154.512	0	-154.512	0	0.0	-0.08609939999999999	16.9863	4.03065	20.8387	24.7833	67.3233	0	0	-129.72899999999998	0.0	0.0	-129.72899999999998	[02]BindingDB_Reactant_set_id_50706148_.mvdml	-0.9637610000000001	27	-4.8047699999999995	-3.4909199999999996	BindingDB_Reactant_set_id_50706148_	363.36699999999996	3	[02]BindingDB_Reactant_set_id_50706148_	-7.45591	0	0	0	2	-134.841	0	-94.2548	0	0	-153.548	8	-53.5812	2	0	O=C(NC=1C=CN=CC=1(N))OCC(=CC=2)C=CC=2OC(=O)C=3C=CC=CC=3
6970	1	0	0	0	0	18	5	11	0	-176.408	0	-176.408	0	0.0	-4.84589	12.8316	10.270999999999999	21.1782	26.6033	91.9694	0	0	-149.805	0.0	0.0	-149.805	[00]BindingDB_Reactant_set_id_189715_.mvdml	-2.2206099999999998	31	-4.83242	-3.03383	BindingDB_Reactant_set_id_189715_	438.45599999999996	2	[00]BindingDB_Reactant_set_id_189715_	-2.9335400000000003	0	0	0	2	-148.093	0	-94.0488	0	0	-174.188	11	-28.8434	1	0	O=P(OCC)(OCC)C(C=1C=CC=CC=1)N(C=2C=CC=CC=2)C(=O)NC=3C=CC=CC=3
6972	1	0	0	0	0	18	5	11	0	-177.738	0	-177.738	0	0.0	-2.5	20.4918	12.6547	28.3131	38.4678	94.1578	0	0	-139.27	0.0	0.0	-139.27	[02]BindingDB_Reactant_set_id_189715_.mvdml	-0.163877	31	-4.49257	-2.7735	BindingDB_Reactant_set_id_189715_	438.45599999999996	2	[02]BindingDB_Reactant_set_id_189715_	-6.766830000000001	0	0	0	2	-143.757	0	-85.9786	0	0	-177.574	11	-35.4373	1	0	O=P(OCC)(OCC)C(C=1C=CC=CC=1)N(C=2C=CC=CC=2)C(=O)NC=3C=CC=CC=3
